title,company,location,created,salary_min,salary_max,description,redirect_url,search_role,search_country
Data Analyst,Styli,"Bangalore, Karnataka",2025-08-23T08:36:31Z,,,"Data Analyst Location: Bangalore About STYLI STYLI is an e-commerce brand founded in 2019 by Landmark Group, emerging as one of the largest fashion and beauty platforms in the GCC and India. With a strong focus on trendy, affordable fashion and beauty products, STYLI brings over 40,000 styles to men, women, kids, and beauty enthusiasts, offering them the latest global trends delivered directly to their doorsteps. Our vision is to be the most aspirational value fast fashion and lifestyle destina…",https://www.adzuna.in/land/ad/5364897907?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=6FEBCAE503350BFBFE7F55BCEEF0D2BEB0A183EE,data analyst,in
Data Analyst,Crystal Works,"New Delhi, Delhi",2025-08-14T09:26:58Z,,,"Job Description for Data Analyst: • Data collection and Analysis • Conduct research to gather data on industry trends, market conditions, and competitor activity (their Tenders, Department and others) • Use historical data to forecast potential outcomes, assess risks, and support decision-making processes. • Exposure in checking Import and Export data on various websites. • Scrutinizing information using data analysis tools • Using advanced computerized models to extract data • Collaborating wi…",https://www.adzuna.in/land/ad/5351861536?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=487BEF6971E4DB5A8DBFFB915E0862DA14A51838,data analyst,in
Data Analyst,Artefact,"Pune, Maharashtra",2025-08-23T08:36:17Z,,,"About Company : Artefact is a new generation of data service providers specialising in data consulting and data-driven digital marketing. It is dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we’re enjoying skyrocketing growth. The backbone of our consulting missions, today our Data consulting team has more than 400 consultants covering all Artefact’s offers (and more): data marketing, data governance, strategy consulting, …",https://www.adzuna.in/land/ad/5364897431?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=47319828F12396A0B798DD3FEA196A1C90B79DC9,data analyst,in
Data Analyst,Technogen India Pvt. Ltd.,"Hyderabad, Telangana",2025-08-23T08:37:19Z,,,"Role:-Data Analyst Exp:- 6-13 Yrs Location:-Hyderabad Primary Skills:- ETL,Informatica,Python, SQL,BI tools and Investment Domain Please share your resumes to ramanjaneya.m@technogenindia.com , Job Description:- The Minimum Qualifications Education: Bachelor’s or Master’s degree in Data Science, Statistics, Mathematics, Computer Science, Actuarial Science, or related field. Experience: 7-9 years of experience as a Data Analyst, with at least 5 years supporting Finance within the insurance indus…",https://www.adzuna.in/land/ad/5364899592?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=935B5208CDBCD20C889D46A813D323A4FCDC15D8,data analyst,in
Data Analyst,Technogen India Pvt. Ltd.,"Hyderabad, Telangana",2025-08-22T08:28:31Z,,,"Experience: •7 years of experience as a Data Analyst or similar role supporting data analytics projects. •5 years of Mastery in SQL. •5 years of experience in financial services, insurance, or related industry. •Experience with data manipulation using Python. •Domain knowledge of Investment Management operations including Security Masters, Securities Trade and Recon Operations, Reference data management, Pricing. •Investment Operations exposure - Critical Data Elements (CDE), data traps and oth…",https://www.adzuna.in/land/ad/5363165812?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=5C5FCA990D99CB921E412EA290D20A508F104814,data analyst,in
Data Analyst,Zetheta Algorithms Private Limited,India,2025-08-26T08:01:52Z,,,"About the Company ZeTheta Algorithms Private Limited is a FinTech start-up which has been recently set up and is developing innovative AI tools. https://www.instagram.com/zetheta.official/ About the Role We are seeking a talented and motivated student intern for a Data Analyst role. This is an extraordinary opportunity for a self-driven, analytically minded student with a passion for extracting meaningful insights from complex datasets and contributing to data-driven decision making. About the …",https://www.adzuna.in/land/ad/5368374921?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=CCDFF93324CAC22D2C31109098181DB8AE42C668,data analyst,in
Data Analyst,SmartQ,"Bangalore, Karnataka",2025-08-13T09:09:51Z,,,"Data Analyst Are you passionate about transforming data into actionable insights that drive business success? Join SmartQ as a Data Analyst, where you'll turn complex data into clear strategies, optimize decision-making, and fuel growth. Your expertise in data visualization, statistical analysis, and reporting will help streamline operations and enhance customer experiences. We seek a detail-oriented professional with strong analytical skills and a curiosity-driven mindset. If you're ready to m…",https://www.adzuna.in/land/ad/5350077947?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=D7A21F2BD8D32BA01CAFA142982800643B78FB11,data analyst,in
Data Analyst,PureSpectrum,"Hyderabad, Telangana",2025-08-14T09:28:56Z,,,"Who We Are: PureSpectrum is a rapidly growing market research and insights platform. We simplify technology for researchers so they can gather and use consumer data the way they want – without disruption. PureSpectrum currently facilitates more than 65 million online interviews annually through our Marketplace. PureSpectrum also developed the industry’s first and only respondent-level scoring system, PureScore. Most recently, PureSpectrum was recognized across the industry: Certified Great Plac…",https://www.adzuna.in/land/ad/5351864075?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=51F3A1AE5BF6A2269CE930B3EAE6FBE5E7285DD5,data analyst,in
Data Analyst,Aditi Consulting,"Bangalore, Karnataka",2025-08-23T08:37:04Z,,,"Hello Folks, We are Hiring one of big product company  Data Analyst Years : 5-7 Time : General shift Location : Bangalore (Hybrid) Contract : 12 months Interview : 1 SQL Test 1 round and 1 prescreening round JD Data Analysis : Perform strong data analysis using SQL or Python, skill for developing and creating skilled routing for reviewers. Forecasting: Analyze data, identify trends, and augment forecasting abilities for trust operations (trust and safety team), focusing on back-office work rath…",https://www.adzuna.in/land/ad/5364899059?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=F8E9F3CB632BA85A7F594BF33BB18699F12C2C2D,data analyst,in
Data Analyst,Blue Spire Inc,"Hyderabad, Telangana",2025-08-24T08:42:16Z,,,"Role overview: Blue Spire is looking for a Data Analyst to join our growing data team. The ideal candidate will play a key role in ensuring the authenticity, integrity, and usability of data from diverse sources. You will work closely with data scientists and business stakeholders to transform raw data into actionable insights, support solution implementation, and drive data-driven decision-making. Key Responsibilities: Perform data profiling across data lakes, files, and other data sources to …",https://www.adzuna.in/land/ad/5366364492?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=CC57D255BDE3FF7C6C93BAA7EC0F9892CB24A297,data analyst,in
Data Analyst,TEKsystems,India,2025-08-22T08:27:16Z,,,"Hi All, We are hiring for Data Expert (Data Analyst  Data Modeller  Data Engineer), kindly refer the below description: Work Mode - Remote. In this role, you will: Support the delivery of complex transformation program development within data portfolio. Work within agile multi-skilled teams to create world class products to serve our customer’s needs. Perform the elicitation and analysis of business change, functional and non-functional requirements across a range of stakeholders, work with cro…",https://www.adzuna.in/land/ad/5363164161?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=9B661823737BC5DAB0A9CEDACBB5E2FC0A566476,data analyst,in
Data Analyst,Darwinbox,"Hyderabad, Telangana",2025-08-09T11:52:48Z,,,"About Darwinbox: Darwinbox is Asia's fastest-growing HR technology platform, designing the future of work by building the world's best HR tech, driven by a fierce focus on employee experience and customer success, and continuous, iterative innovation. We are the preferred choice of 900 global enterprises to manage their 2.5 million employees across 116 countries. Darwinbox's new-age HCM suite competes with local as well as global players in the enterprise technology space (such as SAP, Oracle, …",https://www.adzuna.in/land/ad/5345119513?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=BB57BDC555540377E8FBFC6668DE20FC3BE15EBF,data analyst,in
Data Analyst,ALTEN India,"Bangalore, Karnataka",2025-08-04T17:20:19Z,,,"At ALTEN India , we believe in driving innovation by combining deep technical expertise with global industry insights. As part of the ALTEN Group , a global leader in engineering and technology consulting, we support our clients with high-end technology solutions and digital transformation across multiple domains. We’re currently looking for a Data Analyst to join our growing team! JOB DESCRIPTION: Expereince:3-8 Years Location: Bengaluru Role: As part of the result-oriented project activities …",https://www.adzuna.in/land/ad/5337032506?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=4E25C5D9BBD9454DF2EDECC4560E8FD145C5805E,data analyst,in
Data Analyst,Chargeback Gurus,"Chennai, Tamil Nadu",2025-08-13T09:10:27Z,,,"Position Overview As a Data Analyst in the chargeback industry at Chargeback Gurus, you will play a pivotal role in driving data-driven insights, uncovering patterns, and deriving actionable recommendations to optimize chargeback processes for our clients. You will collaborate closely with cross-functional teams, leveraging your analytical skills to enhance decision-making, and improve overall business performance. Critical thinking and problem-solving skills, utilizing statistics are essential…",https://www.adzuna.in/land/ad/5350078425?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=1C2323745B87040A2383CFE274B48D5F127A80F2,data analyst,in
Data Analyst,Silverspace Inc,"Ahmedabad, Gujarat",2025-08-10T08:53:25Z,,,"About the Company Vizva Consultancy Services is dedicated to empowering candidates through comprehensive training and preparation for technical interviews. Our mission is to bridge the gap between education and employment by equipping individuals with the analytical, technical, and communication skills they need to succeed in the data-driven industry. About the Role We are seeking a detail-oriented and analytically strong Data Analyst to train and prepare candidates for competitive technical in…",https://www.adzuna.in/land/ad/5346536794?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=41A338E064C32DABB55EF5BACCFF554B7DBE13D6,data analyst,in
Data Analyst,Randstad,"Bangalore, Karnataka",2025-08-16T11:30:48Z,,,"Data analyst at Randstad Global Bangalore - India, hybrid, fulltime people at the heart of everything we do Working at Randstad is unlike working at any organization. Because at Randstad we put people at the heart of everything we do. This goes for our clients, our talent, our employees and society. We combine our passion for people with the power of today’s technologies. This helps us support people and organizations in realizing their true potential. We call this partner for talent. Learn mor…",https://www.adzuna.in/land/ad/5355043234?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=910535E94BD8AB69BA51B1F0ABF80E3F488EEE61,data analyst,in
Data Analyst,ICICI Lombard General Insurance Company Limited,"Mumbai, Maharashtra",2025-08-16T11:32:02Z,,,"We have exciting opportunities for the role of Data Analytics. Location : Mumbai - Andheri Interested candidate can share resume on saba.kazi@icicilombard.com with subject line Data Analytics and share below details. Current Salary Expectation Notice Period Education (Full Time / part Time) Role & Responsibilities : • Monitor key business trends and KPIs, preparing and distributing daily, weekly, and monthly MIS reports to business teams. • Oversee and maintain dashboards developed by the analy…",https://www.adzuna.in/land/ad/5355047768?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=CE4A551FAB1A82218EE8B36360072237AC5538F1,data analyst,in
Data Analyst,HINDCO Consulting Services,"Bangalore, Karnataka",2025-08-26T08:01:42Z,,,"Role & Responsibilities: Implement data collection systems, ensuring data accuracy and integrity, and managing databases. Identify and remove errors, duplicates, and outliers from raw data to prepare it for accurate analysis. Use statistical methods to find patterns and trends in complex datasets and understand business performance. Create visual aids like charts, graphs, and dashboards to present complex findings clearly. Produce reports and present insights to technical and non-technical stak…",https://www.adzuna.in/land/ad/5368374580?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=F9254847D5DAD31710F800032B6D043FBDD76A40,data analyst,in
Data Analyst,bp,"Pune, Maharashtra",2025-07-07T09:12:56Z,,,"Qualifications: MSc in a quantitative field, preferably statistics. Hands-on experience (typically approx. 4- 6 years) carrying out data analytics, data mining and product analytics in sophisticated, fast-paced environments. Applied knowledge of data analytics and data pipelining tools and approaches across all data lifecycle stages. Deep understanding of a few and a high-level understanding of several commonly available statistics approaches Advanced SQL knowledge Advanced scripting experience…",https://www.adzuna.in/land/ad/5289682971?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=15AE65E3B7EADC76C2A9A95475AC90751A6CED53,data analyst,in
Data Analyst,VOIS,India,2025-08-10T08:54:04Z,,,"Job Description Location: Pune / Bangalore, India About this Role As an Analyst / Senior Analyst within the Digital Marketing team, you will play a pivotal role in supporting the broader Digital Analytics function. This position is designed to optimise digital platforms, uncover new marketing opportunities through audience analysis, and support reporting initiatives. The role is ideal for individuals with a logical mindset and a strong business orientation, offering significant development oppo…",https://www.adzuna.in/land/ad/5346537757?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=5EEEB2EB6DA1226C721C9E21F04437B3F380587D,data analyst,in
Data Analyst,AAA Global,"Mumbai, Maharashtra",2025-08-27T08:10:08Z,,,Key Responsibilities: Edit and format candidate CVs Source potential candidates based on the given requirements Maintain and update data in Excel Review information carefully to make sure it is correct and complete Help the team with daily tasks as needed Requirements: Basic knowledge of Microsoft Excel Strong attention to detail Can work independently and complete tasks on time Self-motivated and reliable in task execution,https://www.adzuna.in/land/ad/5369873849?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=59ED4BA5A9C70313A0931CE039FB2C269DC64189,data analyst,in
Data Analyst,Thriwe,"Delhi, India",2025-08-27T08:10:29Z,,,"Key Responsibilities : • Identify and onboard Indian partners and merchants in relevant sectors (retail, wellness, travel, D2C, etc.) aligned with program goals and customer preferences. • Support execution of partnership programs for BFSI, fintech, and global corporates operating in India. • Coordinate with internal teams (Sales, Ops, Product, Legal) for timely go-live of partner benefits and compliance with SLAs. • Maintain strong relationships with partners, ensuring high satisfaction and be…",https://www.adzuna.in/land/ad/5369874146?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=18772E4185B0F8E82FF2018B61BE1B127F2E48C9,data analyst,in
Data Analyst,Midtown Software,"Chandigarh, India",2025-04-25T03:03:52Z,,,"The ideal candidate will use their passion for big data and analytics to provide insights to the business covering a range of topics. The main field of Analysis will be the data on NatGasHub.com and the Energy Industry of the US and Canada. Timings-9:00 am to 6:00 pm Direct exposure to working with U.S. and Canadian clients. Responsibilities Understand the day-to-day issues that our business faces, which can be better understood with data Coordinate with the team to complete tasks Making sure t…",https://www.adzuna.in/land/ad/5161219354?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=FA171F0C23E717F9C30237F092400CB73390B87E,data analyst,in
Data Analyst @ Pune,Quess IT Staffing,"Pune, Maharashtra",2025-08-27T08:11:08Z,,,"Position: Data Analyst Location: Pune Duration: Contract to Hire Job Description: Scripting Real scripting experience in Bash or Python or Perl Self-confident in automation, monitoring script implementation Zabbix and Icinga monitoring knowledge Nice to have: jenkins Data analyst Oracle SQL data query Excel Pivots  Power BI data presention Email automation for reminders (VBA, powershell, Microsoft script, Power automate)",https://www.adzuna.in/land/ad/5369876495?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=C04F1AE1204961010D4E78CFD9DE1D438A094B7B,data analyst,in
Junior Data Analyst,Kliniko Ai,India,2025-08-27T08:10:38Z,,,"Role Description This is a full-time remote role for a Junior Data Analyst. The Junior Data Analyst will be responsible for collecting, processing, and performing statistical analyses on large datasets. Daily tasks may include data cleaning, creating data visualizations, generating reports, and supporting the data management team with various analytics projects. Qualifications Strong analytical skills and experience with data processing software such as SQL, Python, and R Proficiency in data vi…",https://www.adzuna.in/land/ad/5369874959?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=BA3B4590049C2F5FFE7ACFFD9E40C1D629486D10,data analyst,in
Guidewire Data Analyst,Zensar Technologies,"Pune, Maharashtra",2025-08-24T08:43:26Z,,,"Hi Greetings from Zensar Zensar is Hiring for Guidewire Data Analyst professionals. Experience : 7 to 10yrs Joining Time : Immediate only Work Location : Remote, Pune, Bangalore, Hyderabad, Kolkata, Chennai PFB Job Description : About the Role: We are seeking a highly skilled and experienced Senior Data Analyst to join our team. The ideal candidate will play a crucial role in interacting with customers, Guidewire Business Analysts (BAs), and the Data Warehouse team to map the Data Warehouse (DW…",https://www.adzuna.in/land/ad/5366366064?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=0B95244FD1985BD181400432FAAE57591CB9E3EE,data analyst,in
Lead Data Analyst,Celsior,"Thiruvananthapuram, Kerala",2025-08-16T11:31:22Z,,,"Lead Data Analyst at Celsior Technologies Company: Celsior Technologies About the role: Celsior Technologies is seeking an experienced and dedicated Lead Data Analyst to join our team. In this role, you will be responsible for developing and maintaining workforce analytics solutions, with a strong focus on the Sapience Analytics platform. Key Responsibilities Develop and maintain robust workforce analytics solutions. Collect, cleanse, analyze, and synthesize workforce data to generate actionabl…",https://www.adzuna.in/land/ad/5355044585?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=562C35297D5CFA11D6B429CA85E145ABEE5F4FB1,data analyst,in
Fresher Data Analyst,CryptoChakra,India,2025-08-23T08:37:09Z,,,"Company Description CryptoChakra is a leading cryptocurrency analytics and education platform dedicated to simplifying the complexities of digital asset markets. We use machine learning and real-time blockchain data to provide accurate cryptocurrency price forecasts. CryptoChakra offers curated tutorials, risk management frameworks, and market analysis guides to foster financial literacy. Our goal is to revolutionize crypto accessibility through advanced technology and education, facilitating i…",https://www.adzuna.in/land/ad/5364899317?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=A66113EF9E9D8B8E8D4C50C6162D63810CC1B785,data analyst,in
Senior Data Analyst,Eternz,"Bangalore, Karnataka",2025-08-24T08:42:55Z,,,"Company Description Eternz is a jewelry brand based in Bengaluru. We have a deep love and passion for jewelry and aim to enrich the jewelry experience for our customers. Our collection offers a wide range of exquisite pieces with customization and personalization options, catering to the modern women. Role Description This is a full-time role for a Senior Data Analyst at Eternz. As a Data Analyst, you will be responsible for performing data analysis, data modeling, and statistical analysis. You…",https://www.adzuna.in/land/ad/5366365153?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=39F1CC2D0BCC6E8346C15890CD44F051156D4736,data analyst,in
Senior Data Analyst,Different Hair Pvt. Ltd,"Chennai, Tamil Nadu",2025-08-27T08:09:55Z,,,"Position : Senior Data Analyst Location : Guindy Salary : 6 LPA to 9 LPA Experience : 5 Years and above ABOUT US Global leader in manufacturing human hair extensions and award winning exporter to USA and UK; DHPL leads the hair industry market in quality goods that are celebrated in hair salons, Hollywood studios, and opera and theater stages. We believe in growth and science by learning and applying advanced business techniques and R&D applications. OUR STORY DHPL is the daughter company to Ha…",https://www.adzuna.in/land/ad/5369873558?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=9C2CD2289C541D65C861A8FDE6CC23B72072F603,data analyst,in
Associate Data Analyst,Allianz Services,"Pune, Maharashtra",2025-08-16T16:30:47Z,,,"Job Title - Associate Data Analyst Experience: 3-5 years Location - Pune OR Trivandrum Key Responsibilities: Proficient in SQL for data extraction, joins, and aggregations. Familiarity with Python for data wrangling and automation. Hands-on experience with dashboarding tools such as Power BI. Excellent data analytical and communication skills, with the ability to translate data insights into business recommendations. Preferred Qualification: Prior experience in the Insurance domain. Knowledge o…",https://www.adzuna.in/land/ad/5355175220?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=E7FEBA3A89579B60F4B8A994DBA4AEEFFD7B188C,data analyst,in
Customer Data Analyst,Netradyne,India,2025-08-09T11:54:50Z,,,"Netradyne harnesses the power of Computer Vision and Edge Computing to revolutionize the modern-day transportation ecosystem. We are a leader in fleet safety solutions. With growth exceeding 4x year over year, our solution is quickly being recognized as a significant disruptive technology. Our team is growing, and we need forward-thinking, uncompromising, competitive team members to continue to facilitate our growth. We are seeking a skilled Data Analyst with expertise in Tableau, PowerPoint, a…",https://www.adzuna.in/land/ad/5345122424?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=19198ABAAC3C8BE510ACEADABB6158FF991FCDD4,data analyst,in
2764 - Data Analyst,EXL,"Pune, Maharashtra",2025-08-09T11:52:22Z,,,"Title - Data Scientist, Performance Marketing and Analytics Years of experience : 5 Job Overview: We are looking for a passionate individual who will be responsible for driving business growth for our client by building analytical solutions and providing insights and recommendations. The ideal candidate has analytical experience in credit card and payment network industry. Responsibilities and Duties: Should be proficient in advanced SQL concepts Should have 3 years of experience in Data Analys…",https://www.adzuna.in/land/ad/5345118569?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=B943AA136CD0F4ECA09C24213C97B971D1D26864,data analyst,in
Lead Data Analyst,Trantor,India,2025-08-14T09:25:25Z,,,"Profile They need a data-driven professional with strong analytical skills and experience handling digital marketing data. Someone who can navigate various platforms (web analytics, ad platforms and other allied data) and turn that into meaningful insights for business stakeholders. It’s more of a hybrid Digital/Marketing Analytics role rather than a purely “web analyst” or strictly “data analyst” position. Here’s why: 1. Focus on Multiple Digital Platforms They’re looking for someone who can w…",https://www.adzuna.in/land/ad/5351860616?se=Hhzb4riE8BGDoY38EcHfQA&utm_medium=api&utm_source=d8fd1a4d&v=47278DC8D931737682B60219DC7D36A6E0F475E2,data analyst,in
